2019;05;31;00;00;8.84
2019;05;31;01;00;6.86
2019;05;31;02;00;5.13
2019;05;31;03;00;3.62
2019;05;31;04;00;2.50
2019;05;31;05;00;1.58
2019;05;31;06;00;1.35
2019;05;31;07;00;4.48
2019;05;31;08;00;9.34
2019;05;31;09;00;12.90
2019;05;31;10;00;15.05
2019;05;31;11;00;17.06
2019;05;31;12;00;18.86
2019;05;31;13;00;20.32
2019;05;31;14;00;21.16
2019;05;31;15;00;21.58
2019;05;31;16;00;22.34
2019;05;31;17;00;22.55
2019;05;31;18;00;22.85
2019;05;31;19;00;22.51
2019;05;31;20;00;20.74
2019;05;31;21;00;16.86
2019;05;31;22;00;14.79
2019;05;31;23;00;13.89
2019;06;01;00;00;12.40
2019;06;01;01;00;11.58
2019;06;01;02;00;11.32
2019;06;01;03;00;11.28
2019;06;01;04;00;11.20
2019;06;01;05;00;10.57
2019;06;01;06;00;10.74
2019;06;01;07;00;12.44
2019;06;01;08;00;14.57
2019;06;01;09;00;17.00
2019;06;01;10;00;18.88
2019;06;01;11;00;19.28
2019;06;01;12;00;20.47
2019;06;01;13;00;21.57
2019;06;01;14;00;21.68
2019;06;01;15;00;21.54
2019;06;01;16;00;21.77
2019;06;01;17;00;21.80
2019;06;01;18;00;22.60
2019;06;01;19;00;20.82
2019;06;01;20;00;19.19
2019;06;01;21;00;17.79
2019;06;01;22;00;17.19
2019;06;01;23;00;16.64
